pixel#,intensity1,depth1,reflection1,absorption1,intensity2,depth2,reflection2,absorption2,D,iii,rrr,aaa
115,0.005244726,74.63815327,4.48744E-05,0.727623566,0.618269693,32.98101938,0.00022978,0.530860152,1.5758,0.623514419,0.000274654,1.258483717
116,0.005593268,75.05060014,4.43826E-05,0.692436983,0.643254854,32.56857251,0.000235635,0.526452054,1.5758,0.648848122,0.000280018,1.218889038
117,0.004531045,75.46304701,4.38988E-05,0.757283883,0.668155225,32.15612564,0.000241717,0.528593621,1.5758,0.67268627,0.000285616,1.285877504
118,0.004348476,75.87549388,4.34228E-05,0.735484889,0.691755462,31.74367877,0.000248038,0.517233544,1.5758,0.696103938,0.000291461,1.252718433
119,0.0036016,76.28794076,4.29546E-05,0.907849414,0.718464713,31.3312319,0.000254609,0.541328753,1.5758,0.722066313,0.000297564,1.449178167
120,0.003502017,76.70038763,4.24939E-05,0.740542095,0.746982844,30.91878503,0.000261446,0.517417846,1.5758,0.75048486,0.00030394,1.25795994
121,0.003170072,77.1128345,4.20406E-05,0.771711324,0.776377152,30.50633815,0.000268561,0.548341865,1.5758,0.779547223,0.000310602,1.320053188
122,0.002937711,77.52528137,4.15944E-05,0.876019492,0.805771459,30.09389128,0.000275971,0.551138448,1.5758,0.80870917,0.000317565,1.42715794
123,0.002489585,77.93772824,4.11554E-05,0.908096137,0.83917922,29.68144441,0.000283692,0.558759452,1.5758,0.841668806,0.000324847,1.466855589
124,0.001775904,78.35017511,4.07232E-05,0.949146711,0.871993443,29.26899754,0.000291741,0.558759452,1.5758,0.873769347,0.000332464,1.507906163
125,0.001975071,78.76262198,4.02979E-05,0.796530209,0.900992058,28.85655067,0.000300138,0.558759452,1.5758,0.902967129,0.000340436,1.355289661
126,0.001327779,79.17506885,3.98791E-05,0.897756025,0.933325796,28.4441038,0.000308902,0.558759452,1.5758,0.934653575,0.000348782,1.456515477
127,0.001145209,79.58751572,3.94669E-05,0.963702484,0.971623188,28.03165693,0.000318057,0.558759452,1.5758,0.972768397,0.000357523,1.522461936
128,0,79.99996259,3.9061E-05,1,1,27.61921006,0.000327624,0.558759452,1.5758,1,0.000366685,1.558759452
